id,text,stance,Novelty_Quora,Emotion_Label,com_femotion
1.25E+18,okeydokey moving on  ap a malaria drug widely touted by trump for treating the coronavirus showed no benefit in a large analysis of its use in us veterans hospitals there were more deaths among those given hydroxychloroquine versus standard care researchers reported,1,0,0,0
1.25E+18,looking forward to drumpf denying he ever mentioned hydroxychloroquine in 3    2    1,1,1,0,0
1.25E+18,this expert will cure your excitement for hydroxychloroquine  mother jones,1,1,0,0
1.25E+18,and heres the end result of the va using veterans as guinea pigs for trumps idea that hydroxychloroquine can treat covid19,1,1,0,0
1.25E+18,new a malaria drug widely touted by for treating the new coronavirus showed no benefit in a large analysis of its use in us veterans hospitals in fact there were more deaths among those given hydroxychloroquine ,1,0,0,0
1.25E+18,and did i not see recently that the feds had scooped up a massive amount of hydroxychloroquine intended for the va amp dod  trump is now actively murdering our service members,1,1,1,1
1.25E+18,but if fewer of those given the drug were on vents cant we assume that they were not as sick generally as the greater number of patients who werent on the drug amp vents and who ended up surviving isnt this additional evidence of hydroxychloroquines harm for covid patients,1,1,1,0
1.25E+18,hydrochloroquine doesnt help lupus patients once theyre seriously so i wouldnt expect it to help covid patients who are seriously ill  if it helps it would be mild cases,1,1,1,1
1.25E+18,there were more deaths among those given hydroxychloroquine versus standard care researchers reported,1,0,1,1
1.25E+18,breaking more deaths no benefit from malaria drug in va virus study with 368 patients the study is the largest look so far of hydroxychloroquine with or without the antibiotic azithromycin for covid19 via,1,0,0,0
1.25E+18,finally what does the fm think about members of the public having the right to access treatments for covid19 such as hydroxychloroquine from pharmacies,2,1,1,1
1.25E+18,had a financial stake in hydroxchloroquine money was mire important than risk to people as usual it dont work,1,0,1,1
1.25E+18,the malaria drug widely touted by president trump for treating coronavirus showed no benefit in a large analysis of its use in us veterans hospitals there were more deaths among those given hydroxychloroquine versus standard care hydroxychloroquine,1,0,0,0
1.25E+18,hmmmwe need more studies and more results this is frustrating  study finds no evidence hydroxychloroquine works against covid19,1,0,1,0
1.25E+18,exactly  its all a giant con  and imagine how long the globalists must have been planning this mass deception operation for  notice how the uk media says nothing about hydroxychloroquine  despite it curing 96 of covid19 patients in a 1000 person french test,2,1,1,1
1.25E+18,killing veterans to own the libs veteransagainsttrump trumpliesamericansdie hydroxychloroquine,1,1,0,0
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global,2,1,1,1
1.25E+18,notice how the uk media says nothing about hydroxychloroquine  despite it curing 96 of covid19 patients in a 1000 person french test  the globalists do not want a cure  which would force them to end the shutdowns amp would kill gates us7 trillion corona vaccine,2,1,1,1
1.25E+18,good job stick to bankrupting the country and leave medical advice to two doctors trumpisaloser trumpisnotadoctor trump hydroxychloroquine covid2019,1,1,0,0
1.25E+18, stunning hydroxychloroquine as a post exposure prophylactic shows no evidence of sarscov2 covid19 ,1,0,1,1
1.25E+18,coronavirus chloroquine study in brazil aborted after deaths,1,0,1,1
1.25E+18,preprint april 21st there were more deaths among those given hydroxychloroquine versus standard care,1,0,1,1
1.25E+18,a malaria drug widely touted by for treating the new coronavirus showed no benefit in a large analysis of its use in us veterans hospitals there were more deaths among those given hydroxychloroquine versus standard care,1,0,1,1
1.25E+18,swedish hospitals abandon trial of promising malaria drug chloroquine for coronavirus patients after causing them blinding headaches vision loss and agonising,1,0,0,0
1.25E+18,researchers are studying hydroxychloroquine as a possible preventative for people exposed to the coronavirus which is different from this study,2,1,1,1
1.25E+18,i am md and this is not news veteransaffairs sb sued by militaryfamilies we knew from china that one of organs affected by covid19 was the heart and have always known that hydrozychloroquine is lethal w heartdamage,1,1,0,0
1.25E+18,i knew it is a chinese drag queen covid19 maga kag hydroxychloroquinesaveslives joebiden joebidenhasdementia imonteamjoe chinaliedandpeopledied openupamerica,2,1,0,0
1.25E+18,taranjit singh sandhu tweeted supporting our partners in the fight against covid19 consignment of hydroxichloroquine from india arrived at newark airport today,2,1,1,1
1.25E+18,the west bengal government has granted approval to bengal chemical and pharmaceuticals limited to manufacture hydroxychloroquine hcq to fight against covid19 infection we are proud of cma p m chandraiah managing director addlcharge amp director finance of bengal chemical,2,1,1,1
1.25E+18,sc doctors told not to prescribe hydroxychloroquine to all covid19 positive pat,1,1,1,0
1.25E+18,no clear evidence hydroxychloroquine works against covid19,1,1,1,0
1.25E+18,thank you indian but hydroxychloroquine is not an appoved drug for treating covid19,1,0,0,0
1.25E+18,a post from a woman whose inlaws both in their 80s were diagnosed with chinavirus dire prognosis she told the to request the hydroxychloroquinezpac treatment next day the showed improvement the media hospitals amp dems are lying,2,1,1,1
1.25E+18,i have taking hydroxychloroquine  for arthritis for 3 mos and after i stopped got sick in january had all the signs of corona but the simptoms were mild for about 2 weeks but it took me about 1 month to get back on my feet  wasnt tested so i am not sure what i had no effects,2,1,0,0
1.25E+18,yes governors like illinois j b pritzker who deny patients hydroxychloroquine and zpack  a proven cure for cv  should be arrested,2,1,1,1
1.25E+18,coronavirus uae says it is successfully treating patients with hydroxychloroquine,2,1,1,1
1.25E+18,1  hydroxychloroquine 200mg twice a day for 5 days 2  azithromycin 500mg once a day for 5 days 3  zinc sulfate 220mg daily,2,1,0,1
1.25E+18,there is an emergency use authorization for chloroquine amp hydroxychloroquine to treat  covid19 patients over 110 lbs to ignore this for very sick patients is unconscionable especially since the results so far is a 90 cure rate,2,1,1,1
1.25E+18,an er doctor infected with covid19 back at work after using hydroxychloroquine and zpak,2,1,1,1
1.25E+18,29 of the ra patients in this database n234 was taking hydroxychloroquine and still got covid19,1,1,0,0
1.25E+18,every medication commercial on tv radio internet side effects may include rash dizziness nausea headaches loss of vision appetite weight diarrhea cramps bleeding heartkidney failure obesity andor death id take my chances chloroquine covid19,2,0,0,0
1.25E+18,breaking news new major contraindication to hydroxychloroquine for covid19 treatment ,1,0,1,0
1.25E+18,brought back coal in a big way oh wait no sorry that isnt good bc coal isnt clean  coronavirus oh no he messed that up too invested in hydroxychloroquine and then blindly pushed its use in coronavirus treatment oh nope thats bad too sorry ,1,1,1,1
1.25E+18,please note the heart rhythm behind fauci represents the prolonged qt interval someone would get from hydroxychloroquine in combination with the heart damage caused by covid 19,1,0,0,0
1.25E+18,happy easter sunday hydroxychloroquine killing coronavirus candidate 35th texas congressional district us congress house,2,1,0,0
1.25E+18,this man is my father  dr marc siegel defends the hydroxychloroquine via coronavirus,2,1,1,1
1.25E+18,coronavirus treatments new studies on hydroxychloroquine and remdesivir two studies have some good news and bad news for potential coronavirus treatments remdesivir looks hopeful but hydroxychloroquine has some worrying side effects,1,0,0,0
1.25E+18,asias two super power countries  one gave coronavirus to the whole world the other gave the whole world hydroxychloroquine to fight coronavirus  significant contribution to protect humanity  india should get permanent membership in unsc,2,1,1,1
1.25E+18,dr william haseltine biologist told idiots at that hydroxychloroquine drug is unproven for coronavirus as such its a quack cure too bad trump doesnt care as long as he gets money from hoarding that drug morningjoe,1,0,0,0
1.25E+18,india increases hydroxychloroquine production for usa  irrespective of abuses indians face due to s386 india joins hand with us to fight covid 19 s386isfair a friend in need is a friend indeed,2,1,0,1
1.25E+18,hydroxychloroquine expert factchecks president trumps claims about drug as coronavirus treatment via,1,0,0,0
1.25E+18,spot fucking on have hydroxychloroquine shipped to military bases amp let anybody with a positive coronavirus test or progressed symptoms come pick up their medication amp any highrisk sick amp law enforcement fire amp hc workers can use prophylactically if they want,2,1,1,1
1.25E+18,heres a list of drugs being investigated as treatment for covid19  is chloroquine on the list yes is it the only drug on there no if it was the silver bullet that trump claimed wed be done sadly we,1,0,0,0
1.25E+18,covid19 treated with hydroxychloroquine detroit,2,1,1,1
1.25E+18,the fda amp cdc are dirty theyre in bed w all major pharmaceutical manufacturers amp politicians so  the hydroxychloroquine cocktail costs about 12 so nobody makes money thats part of the problem massive corruption in texas wont open his mouth hes scared,2,1,1,1
1.25E+18,bachelor colton says hydroxychloroquine to treat coronavirus caused negative side effects,1,0,1,0
1.25E+18,your old man owns stock in pfizer mylan hydroxychloroquine is the fucking drug hes touting and now he eliminated oversight on the money being spent to combat the coronavirus  motherfuck you and your dear old dadparasites,1,0,1,1
1.25E+18,over 6000 doctors in global survey agree hydroxychloroquine is the most highly rated treatment for coronavirus  diamond amp silk  wake up america america needs go back to work ,2,1,1,1
1.25E+18,hydroxychloroquine has been used with success for years to treat sars amp other coronaviruses docs in france conducted a randomized trial about a month ago in which 100 of covid19 patients on hydroxychloroquine got better that is why so many docs worldwide are using it now,2,1,0,1
1.25E+18,we now learn that our criminal president has a financial stake in the company manufacturing the drug hydroxychloroquine which he is touting as a cure for coronavirus the msm is so numb to his criminality that this barely gets a mention what happened to our country,1,0,1,1
1.25E+18,we now learn that our criminal president has a financial stake in the company manufacturing the drug hydroxychloroquine which he is touting as a cure for coronavirus the msm is so numb to his criminality that this barely gets a mention what happened to our country,1,0,1,1
1.25E+18,force a cdc study immediately on using hydroxychloroquine in early stages of disease,2,1,1,1
1.25E+18,just what the hell is bad about trying hydroxychloroquine on covid19 patients its been around for years ive taken it for 10 years and it has no side effects on me if theres a chance it might work try it the democrats dont want to see it used because it might work,2,1,1,1
1.25E+18,india agrees to release unproven corona drug hydroxychloroquine hours after donald trump warned of retaliation if an export ban was not overturned,1,0,1,1
1.25E+18,yes  game over for the wicked  time to get back in the drivers seat  saddleup constitutionovercoronavirus covid19 hydroxychloroquine truth rt comment like follow  ifb retweeet,2,1,1,1
1.25E+18,hydroxychloroquine has been used with success for years to treat sars amp other coronaviruses docs in france conducted a randomized trial about a month ago in which 100 of covid19 patients on hydroxychloroquine got better that is why so many docs worldwide are using it now,2,1,0,1
1.25E+18,ppeshortage testsforcovid19 florida tell your bosshydrochloroquinekills,1,1,0,0
1.25E+18,presidentdonald trumpreportedly owns a stake in a company that produces hydroxychloroquine the antimalaria drug he has repeatedly touted as acoronavirustreatment even though his experts say theres no strong evidence it works,1,0,0,0
1.25E+18,if you and i were developing complications from having the wuhan virus smiley you can bet my life i would be taking hydroxychloroquineno hesitation  you could wait for the tests  the thousands and thousands of folks who haveare taking it for lyme disease and arthritis,2,1,0,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,your assertions of the level of evidence for hydroxychloroquine on coronavirus are wrong it has been shown in many studies to work the level of proof grows stronger with more examples and data these are results from a french study,2,1,1,1
1.25E+18,we already know that chloroquine kills covid19s sister virus  in a clinical study in vitro so dr ozs assumption would be rather logical what is a surprise is the resistance of many in our medical community to learn more about,2,1,1,1
1.25E+18,doctor hydroxychloroquine and antibiotic helped coronavirus,2,1,0,1
1.25E+18,thousands of doctors yes hydroxychloroquine works against wuhan coronavirus but pelosi cnn msnbc and the deep state with nothing new to use against this president for the 7 months remaining before the election are calling,2,1,1,1
1.25E+18,when even the youtube bartenders are calling out the bullshit in covid19 socalled cures chloroquine and the gin amp tonic  how to drink,1,0,0,0
1.25E+18,australian government green lights use of hydroxychloroquine for all covid19 patients outside coronavirus clinical trials  preliminary data from didierraoult amp current aussie nzpol dkpol,2,1,1,1
1.25E+18,hydroxychloroquine saves another life this time on cape cod where i live she was dying and came back and now is fully recovered and home,2,1,0,0
1.25E+18,so wth this data looks to be legit and published in 2013 for chloroquine  as a cure for covid whats up with all the arguing barring gates not making money great job paul,2,1,0,0
1.25E+18,hydroxychloroquinecovid19 study did not meet publishing societys expected standard via,1,0,1,1
1.25E+18,simple question if hydroxychloroquine protocol with azithromycin and zinc saves one person that likely would have passed from wuhancoronavius covid19 isnt it the right decision stop being deepstate politicians and save your fellow man,2,1,1,1
1.25E+18,youblewit and fakenewsmedia bloodonyourhands  telling people not to use the drug recommended by most doctors as effective treating covid19 just because mentioned hydroxichloroquine in a press conference,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,with all our pharmaceuticals uganda has a big opportunity why cant we make chloroquine and export during this pandemic every problem comes with opportunities where are you stayingalivetogether,2,1,0,0
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,lockdownextension in modified patriotism  indians will fight coronavirus with candles and americans will fight coronavirus with chloroquine sent by india  masshysteria  patriotism,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,always two weeks later its confirmed as true remember  1 trump claims coronavirus will get better during summer true according to science false according to media  2 trump claims hydroxychloroquine reduces symptoms true according to science false according to media,2,1,1,1
1.25E+18,hydroxychloroquine expert factchecks president trumps claims about drug as coronavirus treatment,1,0,0,0
1.25E+18,30 countries urging pm modi of india for more supply of hydroxychloroquine wth la doctor seeing success with hydroxychloroquine to treat covid19,2,1,1,1
1.25E+18,except there are other antivirals that show better action against sarscov2 in vitro that could be repurposed the only reason hydroxychloroquine is the one everyones heard of is because its the only one thats been promoted before proper trials have been done,1,1,1,1
1.25E+18,much less pleased to get this controversial drug hydroxychloroquine to be given to coronavirus patients in australia  giving hcq as a treatment for covid19 outside of a clinical trial is unethical no dr should do it ,1,0,0,0
1.25E+18,hopefully you will not get the corona virus but if you do hopefully you will get hydroxychloroquine  i assume because you seem to beleive the president ,2,1,0,0
1.25E+18,bjp spin masters are idiots they could have handled hydroxychloroquine fiasco better by simply saying that the drug has no proven benefits in covid19 amp in fact has harmful side effects if the us wants to try let them we will learn from their experience amp review our decision,1,0,1,0
1.25E+18,oh look an accurate report of the great success of hydroxychloroquine,2,1,1,1
1.25E+18,hes believed because hes not wrong another life saved from hydroxychloroquine whattrumphastaughtus indeed,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,angel doctor on the case  hydroxychloroquine and natural components to be used  covid19 fakenews,2,1,0,1
1.25E+18,i wonder seriously has india become the breeding ground of so many idiots or is this the result if rahuls influence 1st of all chloroquine is not the drug for covid or usa is would not have so many dead  trump has always talked rudely with one and all please be more informed,1,0,1,0
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,hydroxychloroquine how an unproven drug became trumps coronavirus miracle cure,1,0,0,0
1.25E+18,hydroxychloroquines effectiveness as a treatment for coronavirus is unproven medical experts warn ,1,0,1,1
1.25E+18,this is so wrong  what exactly is her agenda  and faucis too  these people have misjudged the models and theyre exuberant on downplaying the hysroxychloroquineazithromycin treatment,2,1,1,1
1.25E+18,give me a h for another life saved from hydroxychloroquine whattrumphastaughtus indeed,2,1,1,1
1.25E+18,be honest lady  if you were dying from covid19 would you say no to being treated with hydroxychloroquine  honest answer  please,2,1,1,1
1.25E+18,shame on you  you have told people on that hydroxychloroquine reports out of china shows hydroxychloroquine cures the coronavirus shameonyoudroz,2,1,1,1
1.25E+18,this is misleading  thee fish tank cleaner that was stupid thing to do hydroxychloroquine is showing amazing results dr oz recommends even fauci is starting to see it,2,1,1,1
1.25E+18,still saves lives tho whattrumphastaughtus is that hydroxychloroquine saves lives lost,2,1,0,0
1.25E+18,also you mentioned hydoxychloroquine in one of your past tweets and now its being mentioned by doctors as a way to basically cure coronavirus whats the connection why did you mention it,2,1,1,1
1.25E+18,after chinas blackmail failed the world has turned to india for medicines from us to brazil some 30 country heads have spoken to pm modi asking for help  chloroquine to combat covid19 modi jis brainwave stocked material to make 20000 crore capsules,2,1,1,1
1.25E+18,who are for themselves and who is for the people who knows how many more examples of this might turn up if it is really watchedidiots have actually been saying also that somehow trump is profiting from hydroxychloroquine the cheapest drug being used to treat covid19ridiculous,2,0,1,1
1.25E+18,doctors must give vit c d3 zinc copper supplements in addition to hydroxychloroquine or it does not work properly covid19 coronaviruspandemic,2,1,1,1
1.25E+18,covid19 had us all fooled but now we might have finally found its secret could this be the reason why hydroxychloroquine works,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,doctor uses hydroxychloroquine for elderly covid19 patients but instead of using azithromycin he uses doxycycline which is an antiinflammatory w properties similar to azithromycin but wo the safety concerns and wo cardiac toxicity,2,1,1,1
1.25E+18,the evidence for using hydroxychloroquine to treat covid19 is flimsy via,1,0,1,0
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,doctors must give vit c d3 zinc copper supplements in addition to hydroxychloroquine or it does not work properly covid19 coronaviruspandemic,2,1,1,1
1.25E+18,and you keep claim ive said things i havent said the survey shows that doctors treating coronavirus cases have reported the effectiveness of hydroxychloroquine more than other drugs thats a fact 2x,2,0,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,why does trump call an 86yearold unproven drug a gamechanger against coronavirus hydroxychloroquine,1,0,1,1
1.25E+18,february 7 0 deaths  march 7  19 deaths  april 7 12893 deaths  wow nyt reports trump himself has a financial stake in the french company that makes the brandname version of,1,1,0,0
1.25E+18,wow fox news medical correspondent claims hydroxychloroquine cured his 96yearold father of coronavirus,2,1,1,1
1.25E+18,trumps critics attack his optimistic case for hydroxychloroquine,1,0,1,0
1.25E+18,the left including dr birx have the hidden agenda of making a vaccine lets count every death as covid and scare everyone into staying home from life no thanks lady we will take hydroxychloroquine and go back to life,2,1,1,1
1.25E+18,she said hydroxychloroquine saved her life she heard the presidents recommendation on tv usehydroxychloroquine for coronavirus great story,2,1,1,1
1.25E+18,february 7 0 deaths  march 7  19 deaths  april 7 12893 deaths  wow nyt reports trump himself has a financial stake in the french company that makes the brandname version of,1,1,0,0
1.25E+18,mayo clinic cardiologist inexcusable to ignore hydroxychloroquine side effects  trumpisanidiot coronavirus ,1,0,0,0
1.25E+18,fox news laura ingraham laughed at and then insulted a worldrenowned biologist and virus expert who had cast serious doubt onthe effectiveness of hydroxychloroquine in treating the coronavirus during an appearance on her network just the  coronavirus d,1,0,1,1
1.25E+18,also hydroxychloroquine doesnt prevent the virus nor does anyone with a brain think it does it drastically lowers the symptoms of covid19 so that people can live long enough to survive the infection,1,0,1,0
1.25E+18,madam there was s no proof hydroxychloroquine can cure covid19,1,0,1,0
1.25E+18,why does trump keep pushing the drug his families trusts all have investments in a mutual fund whose largest holding is sanofi the manufacturer of plaquenil the brandname version of hydroxychloroquine trumpmadness trumpliedpeopledied trumpliespeopledie coronavirus,1,0,0,0
1.25E+18,us president trumps enthusiasm about hydroxychloroquine for coronavirus patients has spurred hoarding of it  even though it is still being tested and might not even work against the virus now people who need the drug are having trouble finding it,1,0,1,1
1.25E+18,doctors must give vit c d3 zinc copper supplements in addition to hydroxychloroquine or it does not work properly covid19 coronaviruspandemic,2,1,1,1
1.25E+18,side effects halt use of chloroquine vs covid19 from,1,0,1,1
1.25E+18,indianeedpsus  in modified patriotism  indians will fight coronavirus with candles  americans will fight coronavirus with chloroquine imported from india masshysteria  patriotism,2,1,1,1
1.25E+18,rt chinese api makers work around the clock to develop intermediates to speed production of key drugs as hydroxychloroquine paracetamol in global fight against covid19,2,1,1,1
1.25E+18,getz pharma has provided 15000 testing kits and 19 million tablets of hydroxychloroquine to the sindh government in an effort to combat the effects of the covid pandemic getzpharmafightscorona,2,1,1,1
1.25E+18,dr zelenko trumppills recommendation  hydroxychloroquine  azithromycin  zinc works if combined with,2,1,0,1
1.25E+18,rita wilson tells of extreme side effects of experimental covid19 drug chloroquine,1,1,1,1
1.25E+18,whole world loves us baby bcz we  make hydrchloroquine not virus like china,2,1,0,1
1.25E+18,hydroxychloroquine and azithromycin as a treatment of covid19pdf  google drive,2,1,1,1
1.25E+18,seems crazy to me that this drug is not being readily prescribed to all patients already it has shown to work hannity saves talent agent with hydroxychloroquine  via,2,1,0,0
1.25E+18,nope there are papers that hydroxychloroquine  was effective and saved a patients live both in china and japan,2,1,0,1
1.25E+18,in the statement which was released sunday ihumditerrane infection in marseille described the treatment protocol for covid19 patients a treatment with the hydroxychloroquine combination 200 mg x 3 per day for 10 days  azithromycin 500 mg on the 1st day then 250 mg day,2,1,1,1
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey  ,2,1,1,1
1.25E+18,pakistans driving pharmaceutical organization getz pharma gave 15000 testing kits just as 19 million tablets of hydroxychloroquine to the sindh government to help in its battle against the coronavirus pandemic getzpharmafightscorona,2,1,1,1
1.25E+18,getz pharma donated 15000 testing kits as well as 19 million tablets of hydroxychloroquine to the sindh government to help out and fight against the coronavirus pandemic getzpharmafightscorona,2,1,1,1
1.25E+18,had a fever since 222 finally got tested 43 after a month waited 11 days for invalid results went to hospital have bilateral pneumonia hospital dx me w covid but no test bc i was not elderly sent me home bc no beds i need hydroxychloroquine,2,1,0,0
1.25E+18,un chief antonio guterres salutes india for helping over 55 coronavirushit countries by sending hydroxychloroquine and other namo app,2,1,1,1
1.25E+18,dont  nursing homes have doctors why arent they prescribing hydroxychloroquine,2,1,1,1
1.25E+18,dems propaganda fails to mention trumps travel ban that dems called xenophobia trump saved lives by pushing hydroxychloroquine the worlds 1 prescribed treatment for covid19 while dems called it snake oil,2,1,0,1
1.25E+18,india sends hydroxychloroquine to uae for covid19 patients coronavirus coronavirus covid19 covid19 hydroxychloroquine india,2,1,0,0
1.25E+18,un chief antonio guterres salutes india for helping over 55 coronavirushit countries by sending hydroxychloroquine and other namo app,2,1,1,1
1.25E+18, 5h las vegas couple in their 80s who were infected w covid19 say hydroxychloroquine saved their lives   what have you got to lose    taj will dem leaders playdown this gr8 rx off label for covid19 just so trump does not get a win,2,1,0,0
1.25E+18,this is why the us is fukt mediabashing robocalls chloroquine twitter trolls briefingroom propagandahow the president and his allies are trying to convince america he was right all along reports,1,0,1,0
1.25E+18,look at the case studies amp the doctors testimonies around the world and in the usa sorry the side effects of nausea dizziness amp stomachaches are a small price to pay for living r u for real do some research hydroxychloroquine works kiddo,2,1,0,1
1.25E+18,when government will lift gst from medical essential items 1hydroxychloroquine 2 ppe 3 mask 4 ventilators 5 handsanitizer if any other essential items to fight corona,2,1,1,1
1.25E+18,italian doctor flattening the curve by treating covid19 patients in their homes with hydroxychloroquine  there fixed it for,2,1,0,1
1.25E+18,you idiots throwing insults are showing ignorance her point is we didnt wait a vaccine b4 resuming normalcy w previous outbreaks much less shut country down fauci said we didnt wait because theres an effective med for hiv precisely we have h chloroquine for covid,2,1,1,1
1.25E+18,i would say the former can be used by the latter they may sometimes achieve the same thing but the motives   of the participants are important there is no evidence that hydroxychloroquine is effective in treating corona virus there are ongoing trials but thats all,1,0,1,1
1.26E+18,can be prescribed to adults and children of all ages it can also be safely taken by pregnant women and nursing mothers hydroxychloroquine is a relatively well tolerated medicine the most common adverse reactions reported are  ,2,1,0,1
1.26E+18,well remdesivir  big bucks and 30 effective hydroxychloroquine  inexpensive but 91 effective which do you want if you get the wuhan chinese virus,2,1,1,1
1.26E+18,endtheshutdown covid19 is not even as bad as flu is being overblown by tyrannical governors and the fakenews mainstream media and hydroxychloroquine plus azithromycin is a proven treatment all of this chaos and economic instability is to hurt trump2020 and nothing more,2,1,1,1
1.26E+18,hydroxychloroquine is intended to be given to people newly infected with covid19  the va study gave it to people already dying on ventilators  thats not how it was ever intended  entire study was hot garbage and the media ran with it and still is,2,1,1,1
1.26E+18,looking forward to trumps upcoming az rally he can review the results from the tests of hydroxychloroquine and injectable disinfectants as the magats swoon from covid,1,1,0,0
1.26E+18,oh you might find association of american physicians and surgeons aaps released a report endorsing hydroxychloroquine saying the drug has about a 90 chance of helping covid19 patients interesting,2,1,1,1
1.26E+18,hydroxychloroquine is the way to go  cheap and effective,2,1,1,1
1.26E+18,why would i take any expensive vaccine antiviral drug or blood plasma when i can treat covid19 with dr zelenkos 20 hydroxychloroquine protocol   7 apr 20 letter to president trump on hydroxychloroquine ,2,1,1,1
1.26E+18,hydroxychloroquine for the win eat dirt fauci clinton,2,1,1,1
1.26E+18,thevirology journal the official publication of dr faucis national institutes of health  published what is nowa blockbuster articleon august 22 2005 under the heading  get ready for this chloroquine is a potent inhibitor of sars coronavirus infection and spread,2,1,1,1
1.26E+18,hydroxychloroquine used by korea for covid19 while us is divided  christina lin  the blogs,2,1,0,0
1.26E+18,hydroxychloroquine used by korea for covid19 while us is divided,2,1,1,1
1.26E+18,dr fauci has known for 15 years that chloroquine and its even milder derivative hydroxychloroquine hcq will not only treat a current case of coronavirus therapeutic but prevent future cases prophylactic sohcq functions as both a cure and a vaccine,2,1,1,1
1.26E+18,chloroquine opens a pathway to allow zinc into the intracellular membrane  maybe the antibiotic is not even necessary  zinc stops virus rna replication inside the cell  a key chloroquine was needed to open the membrane lock  fauci has age of,2,1,1,1
1.26E+18,well  look at this chloroquine  which only costs about 60 a pill is effective in treating coronavirus hmmm didnt someone recently say,2,1,0,1
1.26E+18,ingrahams effort to use runofthemill flu numbers to hint at the possibility of a conspiracy as she pursues her goal of a return to normal is as irresponsible as her repeated hyping of hydroxychloroquine as a treatment for the virus ,1,1,1,1
1.26E+18,for our own our healthcare colleagues our first responders this is why we launched whipcovid19 to answer the  in a rct scientific trial can early intervention and prophylaxis with hydroxychloroquine prevent covid19 in our frontline,2,1,1,1
1.26E+18,james todaro md the italian society for rheumatology studied 65000 patients on longterm hydroxychloroquine for ra and lupus  only 20 patients tested positive for covid19 no icu no deaths  this is a 90 reduction in infection rate compared to the rest of italy,2,1,1,1
1.26E+18,is an analysis of the significance of only twenty covid19 positives out of 65000 hydroxychloroquine users for ra or lupus in italy,2,1,1,1
1.26E+18,that right has to stop promoting false cures for covid19 you amp lie downplaying this virus and pushing hydroxychloroquine for weeks that drug doesnt work youre all puppets for trump foxnewslies foxnewskills foxnewsliedaspeopledied,1,0,0,0
1.26E+18,that is a very silly comment so does covid19show me just one death certificate that says cause of death is hydroxychloroquine,2,0,1,1
1.26E+18,91 success rate using hydroxychloroquine for coronavirus  ingraham angle,2,1,1,1
1.26E+18,i sure hope they are going to use hydroxychloroquine early and liberally,2,1,1,1
1.26E+18,your answer to why not hydroxychloroquine youd be giving china twisted peaks coronavirus,2,0,1,1
1.26E+18,laura ingraham is the one who was shamelessly pandering to trumps low iq by hawking hydrochloroquine as a miracle cure for covid19 until the death rate was proven to be higher in patients treated with this why would anyone even the most rabid magats ever listen to her,1,0,1,0
1.26E+18,fauci promotes chinese drug remdesivir pushing chinese drug for massproducing  experimental covid19 remdesivir forget the inexpensive us antimalaria drug trump,2,1,0,1
1.26E+18,22 with a mortality rate of 05 in elderly patients it avoids worsening and clears virus persistence and contagious infectivity in most is power hydroxychloroquine  covid19 wuhancoronavirus openamericanow wwg1wga q,2,1,1,1
1.26E+18,knowledge is power chloroquine chq and hydroxychloroquine hcq are effective antivirals against covid19 qanon wearethenewsnow factsmatter wwg1wga wakeupamerica unitednotdivided saveamerica greatawakening,2,1,1,1
1.26E+18,the money shot right here  the italian society for rheumatology studied 65000 patients on longterm hydroxychloroquine for ra and lupus  only 20 patients tested positive for covid19 no icu no deaths  this is a 90 reduction in infection rate compared to the rest of italy,2,1,1,1
1.26E+18,chloroquine chq and hydroxychloroquine hcq are effective antiviral treatments against is power clear your,2,1,0,0
1.26E+18,18 studies and 4 sets of govt or hospital system guidelines show why sisolaks ban on hydroxychloroquine treatment of covid19 patients outside of hospitals is so evil ,2,1,0,1
1.26E+18,trumpisnotadoctor everythingtrumptouchesdies  greed has its own karma a greedy moron the doctor stockpiled hydroxychloroquine the so called covid19 miracle cure now,1,0,0,0
1.26E+18,very interesting study regarding hydroxychloroquine effectiveness regarding sarscovid  notice the date2005  ive seen several articles after as well noting it as highly effective in testing both as a prophylactic and as a treatment,2,1,1,1
